sample	LA_RV_395_6024a_S62	LA_RV_389_6006a_S56	LA_RV_382_5978a_S49	LA_RV_372_5944a_S39	LA_RV_352_5899a_S19	293_5828a	289_5851a	228_5756a	227_5749a	225_5747a	222_5735a	220_5717a	207_5670a	203_5662a	199_5632a	197_5625a	188_5571a	186_5559a	180_5521a	178_5685a	160_5453a	115_5235a	113_5241a	088_5114a	083_5091a	065_5037a	054_4976a	046_4949a	029_4870a
Clostridium_sp_NSJ_42|t__SGB6174_group	0.00055	0.04619	0.03533	0.0	0.0	0.02554	0.0	0.68849	0.03342	0.0	0.0	0.0	0.04065	0.0	0.0	0.0	0.00303	0.00357	0.0	0.09544	0.0	0.00456	0.0	0.00059	0.00421	0.0	0.04675	0.0	0.0
Clostridium_sp_OM07_10AC|t__SGB4655	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.21656	0.0	0.0	0.0	0.0	0.0
Clostridium_sp_SN20|t__SGB29328	0.0	0.00052	0.0	0.0	0.01035	0.00279	0.01703	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00851	0.0	0.0	0.0	0.0	0.0	0.0	0.0088	0.0	0.00126	0.0	0.0	9e-05	0.00472	0.00019
Clostridium_sp_WCA_389_WT_23D1|t__SGB4756	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Clostridium_ventriculi|t__SGB6190	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.1351	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GGB28989_SGB41702|t__SGB41702	0.0	0.0	0.00032	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GGB3478_SGB4643|t__SGB4643	0.05992	0.0	0.36186	0.0	0.0	0.03748	0.0	0.0	0.0	0.0	0.08234	0.0	0.0	0.0	0.0	0.0	0.08681	0.0	0.01422	0.16446	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GGB3486_SGB4658|t__SGB4658	0.0	0.0	0.12198	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00884	0.03912	0.0	0.0	0.14951	0.26203	0.0	0.0	1.41105	0.0	0.0
GGB3532_SGB4720|t__SGB4720	0.0	0.0	0.0008	0.0	0.02157	0.0	0.0	0.0	0.00384	0.0	0.03851	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.09139	0.0	0.0	0.0	0.0	0.01859	0.0	0.0	0.0	0.0	0.0
GGB4482_SGB6176|t__SGB6176	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00057	0.0	0.0	0.0	0.0	0.0
GGB4482_SGB6177|t__SGB6177	0.12821	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GGB4487_SGB6184|t__SGB6184	0.0	0.0	0.00437	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04626	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GGB4491_SGB6188|t__SGB6188	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00416	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GGB9568_SGB14980|t__SGB14980_group	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.40842	0.0	0.0
GGB9574_SGB14987|t__SGB14987	0.0	0.0	0.0	0.0	0.0	0.00078	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01858	0.06101	0.00281	0.00944	0.0	0.0	0.02047	0.0	0.0	0.0
GGB9580_SGB14996|t__SGB14996	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0006	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GGB9580_SGB14998|t__SGB14998	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.10443	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08451	0.0	0.0	0.0	0.0
Hungatella_hathewayi|t__SGB4739	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00422	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Hungatella_hathewayi|t__SGB4741	0.0	0.0	0.0	0.0	0.00345	0.0	0.0	0.0	0.0	0.01637	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00502	0.0	0.01918	0.0	0.0	0.00158	0.0	0.0	0.0	0.0
Hungatella_hathewayi|t__SGB4742	0.0	0.0003	0.0	0.0	0.0	0.0	0.0	0.02712	0.00411	0.0	0.0	0.0	0.00585	0.0	0.00037	0.0002	0.0	0.0	0.0	0.01496	0.0	0.0	0.00048	0.0006	0.0	0.0	0.0	0.0	0.0
Lactonifactor_sp_BIOML_A6|t__SGB48013	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00013	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00243	0.0	0.00024	0.0	0.0	0.0036	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Massilioclostridium_coli|t__SGB29305	0.00116	0.00417	0.00129	0.0	0.0	0.00285	0.00055	0.01537	0.01036	0.00491	0.01786	0.0	0.00832	0.00526	0.00607	0.0	0.00286	0.015	0.04076	0.0083	0.0	0.03134	0.00534	0.0	0.00295	0.00251	0.00183	0.00133	0.00059
Clostridiales_Family_XIII_Incertae_Sedis_unclassified_SGB3978|t__SGB3978	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7e-05	0.0	0.0	0.00895	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Clostridiales_Family_XIII_bacterium_WCA_MUC_591_APC_4B|t__SGB3926_group	0.0	0.0	0.26722	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.36797	0.0	0.0	1.36805	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.10871	0.0	0.0
Eubacterium_brachy|t__SGB3931	0.0	0.00032	0.0	0.0	0.0	0.0	0.0	0.0	0.00074	0.00058	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00043	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Eubacterium_nodatum|t__SGB6627	0.0	0.00187	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Eubacterium_sulci|t__SGB3934	0.00082	0.0	0.0	0.0	0.0	0.00046	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Emergencia_timonensis|t__SGB3970	0.0	0.0	0.0	0.0	0.0	0.02691	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Mogibacterium_diversum|t__SGB3922	0.00027	0.00204	0.00819	0.0	0.0	0.00312	0.0	0.0	0.00338	0.00453	0.0	0.0	0.00366	0.0	0.0	0.00601	0.0	0.00142	0.00093	0.00283	0.0	0.00257	0.00853	0.0	0.0	0.0	0.00192	0.0	0.0
Mogibacterium_timidum|t__SGB3920	0.0	0.0002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Clostridiales_bacterium_1_7_47FAA|t__SGB4763	0.0	0.0	0.0	0.0	0.0	0.00387	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00271	0.0	0.0	0.0	0.00101	0.00642	0.05352	0.0	0.0	0.0	0.0
Clostridiales_bacterium_BX7|t__SGB72833	0.0	0.0	0.00016	0.0	0.0	0.00503	0.0	0.0	0.0	0.0	0.0	0.0	0.00057	0.0	0.0	0.0	0.0	0.0	0.0	0.00263	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Clostridiales_bacterium_CHKCI006|t__SGB7261	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0139	0.0	0.0	0.00675	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Clostridiales_bacterium_Choco116|t__SGB15149	0.00528	0.0	0.0	0.0	0.0	0.0	0.0	0.05169	0.01167	0.0	0.0	0.0	0.0	0.0135	0.0	0.0	0.0	0.0	0.00222	0.01312	0.0	0.0	0.0	0.00166	0.0	0.0	0.01827	0.0	0.0
Clostridiales_bacterium_KLE1615|t__SGB5090_group	0.76589	0.59953	0.49213	0.3295	0.0	0.28024	0.2564	0.85479	0.56584	0.31037	0.0	0.95564	0.81631	0.05641	1.33158	0.03539	0.4473	0.64052	0.80806	1.15201	0.0	0.0	0.98735	0.30725	2.2747	0.02257	1.02604	2.93798	1.62996
Clostridiales_bacterium_Marseille_P2846|t__SGB29342	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00146	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Clostridiales_bacterium_NSJ_40|t__SGB72336	0.0	0.0	0.00063	0.0	0.0	0.0	0.0	0.0	0.0	0.0039	0.0	0.0	0.0	0.0	0.0	0.00804	0.00604	0.0	0.01235	0.00288	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Clostridiales_bacterium_UBA1390|t__SGB4436	0.0	0.0	0.01903	0.0	0.0	0.0	0.0	0.02572	0.0	0.02744	0.0	0.0	0.01878	0.0	0.0	0.0	0.0	0.0	0.01545	0.01818	0.0	0.0	0.0	0.02613	0.0	0.0	0.0009	0.0	0.0
Clostridiales_bacterium|t__SGB15143	0.02559	0.0083	0.0	0.0	0.02037	0.02602	0.01979	0.03686	0.00571	0.0141	0.0	0.0	0.01072	0.0	0.0	0.0	0.00336	0.01077	0.00413	0.03828	0.0	0.06988	0.09132	0.0131	0.01094	0.0	0.00804	0.00628	0.00119
Clostridiales_bacterium|t__SGB15158	0.00268	0.01195	0.0	0.0	0.0129	0.03281	0.2175	0.0	0.0	0.0	0.01991	0.00293	0.0	0.0	0.03054	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Clostridiales_bacterium|t__SGB42493	0.0	0.0	0.0119	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Clostridiales_unclassified_SGB15145|t__SGB15145	0.01384	0.0034	0.10764	0.00203	0.01199	0.0	0.03712	0.08309	0.01482	0.00063	0.0	0.0	0.00578	0.0	0.0	0.0	0.0	0.02543	0.00565	0.04181	0.0	0.00957	0.0	0.01031	0.0	0.0	0.09387	0.0	0.0
Clostridiales_unclassified_SGB15148|t__SGB15148	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00268	0.0	0.0	0.0	0.0	0.09036	0.0	0.0	0.0	0.0
Clostridiales_unclassified_SGB15150|t__SGB15150	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02508	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Evtepia_gabavorous|t__SGB15120	0.11996	0.1781	0.0013	0.0	0.0	0.0	0.0	0.0	0.12807	0.0	0.0	0.0	0.0	0.02148	0.0	0.0	0.27651	0.0	0.0	0.12495	0.0	0.0	0.0	0.0	0.0	0.0	0.00711	0.0	0.03757
Fenollaria_massiliensis|t__SGB6716	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00204	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Fenollaria_timonensis|t__SGB6719	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00682	0.0	0.0	0.00334	0.0	0.0	0.00092	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Intestinimonas_butyriciproducens|t__SGB15126	0.00086	0.00043	0.0	0.0	0.00032	0.00141	0.0	0.00842	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02976	0.0	0.01054	0.00121	0.02638	0.00167	0.0	0.01386	0.0	0.0	0.0	0.0	0.0
Intestinimonas_gabonensis|t__SGB79840	0.00078	0.00121	0.0	0.0	0.0	0.00198	0.0	0.00294	0.00036	0.00138	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00726	0.0	0.00053	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Intestinimonas_massiliensis|t__SGB15127	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.04812	0.0	0.25975	0.02865	0.0	0.0	0.02384	0.0	0.0	0.0	0.0	0.0	0.0
Intestinimonas_massiliensis|t__SGB29331	0.0	0.0	0.00061	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Intestinimonas_timonensis|t__SGB29334	0.03323	0.0	0.0	0.0	0.0	0.0	0.0	0.0017	0.0	0.0	0.13222	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00032	0.0	0.0	0.0	0.0	0.00264	0.02162	0.0	0.0	0.0	0.0
Lawsonibacter_sp_NSJ_51|t__SGB15131	0.00012	0.01645	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00487	0.0	0.0	0.0	0.0	0.0	0.0	0.13068	0.00792	0.02934	0.13083	0.0	0.0	0.005	0.00418	0.0	0.0	0.0	0.0	0.0
Levyella_massiliensis|t__SGB5300	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Massilistercora_timonensis|t__SGB4628	0.0	0.0	0.00163	0.0	0.0	0.0	0.0	0.04281	0.0	0.00615	0.0	0.0	0.0	0.0	0.0	0.01827	0.0	0.0394	0.55083	0.00496	0.0	0.0	0.0	0.00117	0.0	0.0	0.0	0.0	0.0
Monoglobus_pectinilyticus|t__SGB4166	0.01063	0.0	0.0	0.0	0.0	0.07912	0.0	0.0	0.0	0.74191	0.0	0.0	0.0	0.0	0.0	0.0	0.09948	0.0	0.0	0.11575	0.0	0.0	0.19323	0.0	0.0	0.0	0.0	0.0	0.0
Anaerofustis_stercorihominis|t__SGB49059	0.0	7e-05	0.0	0.0	0.00139	0.0	0.0	0.00119	0.0	0.0	0.01316	0.0	0.00024	0.0	0.0	0.0	0.0	6e-05	0.00058	0.0	0.0	6e-05	0.0	0.00121	0.0	0.0	0.0	0.0	0.0
Eubacteriaceae_bacterium_CHKCI004|t__SGB4682	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08978	0.0	0.0	0.0	0.0
Eubacteriaceae_bacterium|t__SGB3958	0.01671	0.00204	0.00482	0.0	0.0	0.0	0.0	0.0	0.0	0.00775	0.0	0.0	0.00119	0.0	0.004	0.06126	0.00536	0.01445	0.0	0.00644	0.0	0.0	0.14351	0.02232	0.0	0.0	0.01093	0.0	0.0
Eubacteriaceae_bacterium|t__SGB4546	0.0	0.0	0.0047	0.00143	0.0	0.0	0.00441	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00091	0.01703	0.03082	0.0	0.0	0.0	0.0	0.0	0.0	0.00577	0.0	0.0
Eubacteriaceae_bacterium|t__SGB5043	0.2035	0.0	0.0	0.0	0.0	0.00056	0.0	0.16948	0.0	0.0	0.3562	0.0	0.0	0.0	0.03552	0.0	0.0	0.0	0.12025	0.01654	0.74926	0.07533	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Eubacterium_callanderi|t__SGB4080	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00137	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02572	0.00516	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Eubacterium_maltosivorans|t__SGB4078	0.0	0.01134	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Eubacterium_ramulus|t__SGB4959	0.0	0.0	0.04467	0.19745	0.0	0.0	0.5728	0.0	0.16307	0.0	0.0	0.0	0.22044	0.0	0.8966	0.10361	0.0	0.13702	0.01676	0.24818	1.4485	0.45839	0.0	0.0	0.0	0.0	0.15969	0.0	0.15037
Eubacterium_ramulus|t__SGB4960	0.0	0.22489	0.0	0.00341	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02354	0.0	0.0	0.0	0.0	0.0	0.0	0.02876	0.0	0.0
Eubacterium_sp_AF15_50|t__SGB5042	0.38304	0.0	0.0	0.0	0.0	0.01221	0.0	0.0	0.0	0.0976	0.0	0.88573	0.07114	0.0	0.17261	0.00736	0.0	0.002	0.26185	0.00138	0.25094	0.0	0.15319	0.0	0.0	0.0	0.01586	0.0	0.0
Eubacterium_sp_AF34_35BH|t__SGB5051	0.0	0.23514	0.0	0.01356	0.38633	0.00634	0.0	0.0	0.0	0.0	0.0	0.0	0.2417	0.0	0.0	0.0	0.0	0.0	0.00064	0.03422	0.0	0.0	0.49964	0.17681	0.0	0.0	0.02128	0.42438	0.0
Eubacterium_sp_AM28_29|t__SGB6796_group	0.15292	0.0	1.46431	0.0	0.0	0.0	0.0	0.0	0.0	0.37211	0.0	0.0	0.0	0.0	0.0	2.14024	0.0	0.49902	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Eubacterium_sp_An11|t__SGB4681	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00902	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00247	0.0	0.0	0.0	0.0
Eubacterium_sp_ER2|t__SGB4624	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00622	0.0	0.0	0.0	0.0	0.0	0.00018	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0104	0.0	0.0	0.0
Eubacterium_ventriosum|t__SGB5045	0.0	0.0	0.02103	0.02136	0.0	0.08296	0.23974	0.0	0.00597	0.21531	0.0	0.0	0.0	0.0	0.0	0.11833	0.40974	0.35762	0.0	0.03484	0.0	0.30964	0.47271	0.59637	0.0	0.0	0.09845	0.0	0.19877
GGB3725_SGB5055|t__SGB5055	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.29685	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GGB9778_SGB15398|t__SGB15398	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00044	0.0	0.0	0.01769	0.0117	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Intestinibacillus_massiliensis|t__SGB29304	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02612	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Intestinibacillus_sp_Marseille_P6563|t__SGB29313	0.0	0.0	0.0	0.0	0.00036	0.0	0.00391	0.0001	0.00092	0.00022	0.00787	0.0	0.00026	0.00069	0.00383	0.0	0.0	0.0	0.00053	0.0	0.0	0.0	0.0	0.0	0.01909	0.0	0.0	0.0	0.00661
Anaerobutyricum_hallii|t__SGB4532	0.19221	0.54267	0.65378	0.92047	3.07154	2.04121	0.75023	0.37376	0.70553	0.0	0.40362	1.07645	1.16096	1.29775	0.0	0.0	0.5414	0.39835	0.99826	0.4345	0.0	1.31721	0.94752	2.60548	0.0	0.0303	0.52249	0.0	1.34248
Anaerobutyricum_hallii|t__SGB4537	0.07636	0.0	0.0294	0.00211	0.15432	0.0	0.03115	0.1544	0.03784	0.92168	0.0	0.0	0.0	0.0	1.15727	0.68351	0.00646	0.0	0.0	0.00794	1.3021	0.0647	0.0	0.0	0.0	0.0	0.00135	0.55256	0.0119
Anaerosacchariphilus_sp_NSJ_68|t__SGB4772	0.01284	0.0	0.00272	0.0	0.0	0.0	0.0	0.0	0.00084	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01313	0.0	0.00543	0.0	0.0	0.0	0.0	0.0	0.0	0.00106	0.0	0.0
Anaerostipes_caccae|t__SGB4529	0.0	0.0	0.0	0.0	0.0771	0.0	0.0	0.0	0.0	0.0	0.01076	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00253	0.00253	0.0	0.06793	0.0451	0.0	0.00816	0.00026
Anaerostipes_hadrus|t__SGB4540_group	0.30395	2.14299	0.12943	0.55786	0.0	0.74179	1.43443	2.61303	1.4132	0.14021	0.0	0.62786	0.17086	2.6597	1.46825	0.64766	0.50341	0.14666	3.09331	1.12761	7.36163	3.00124	1.03104	0.49508	3.50292	0.0298	0.15669	9.97319	0.55975
Anaerostipes_sp_494a|t__SGB25438	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Anaerotignum_faecicola|t__SGB5190	0.0	0.03837	0.00317	0.01645	0.0	0.0	0.19436	0.0	0.05422	0.0	0.0	0.0	0.00888	0.0	0.0	0.0	0.00461	0.0	0.0	0.0111	0.0	0.18749	0.0	0.05824	0.0	0.0	0.03114	0.18567	0.0
Anaerotignum_lactatifermentans|t__SGB5193	0.0	0.0	0.0	0.0	0.17663	0.05687	0.36214	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0972	0.0	0.0	0.0	0.0094	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03771
Blautia_SGB4805|t__SGB4805	0.01997	0.00958	0.0807	0.00165	0.0	0.0	0.00238	0.0037	0.01777	0.05508	0.00897	0.13421	0.00056	0.0	0.0	0.05372	0.02311	0.00307	0.155	0.00701	0.0	0.0	0.0	0.0	0.0	0.0	0.00302	0.0	0.00239
Blautia_SGB4815|t__SGB4815_group	0.02024	0.12915	0.29814	0.01137	0.0	0.01193	0.03223	0.0	0.03798	0.06265	0.0	0.0	0.14314	0.0	0.0	0.15668	0.16664	0.01384	0.0	0.09128	0.0	0.06247	0.0	0.02148	0.0	0.0	0.03016	0.0504	0.0
Blautia_SGB4831|t__SGB4831_group	0.06497	0.0	0.06977	0.13247	0.0	0.0	0.00228	0.0	0.01663	0.03919	0.0	0.0	0.04575	0.0	0.0	0.16882	0.0	0.00596	0.0	0.12757	0.0	0.0	0.0	0.0	0.0	0.01892	0.05985	0.16937	0.67712
Blautia_argi|t__SGB4797	0.0	0.0	0.0	0.0	0.0	0.00646	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Blautia_caecimuris|t__SGB4862	0.0	0.0	0.0	0.0	0.04957	0.18893	0.01141	0.01411	0.0	0.0	0.0	0.0	0.0	0.1249	0.03444	0.0	0.00684	0.0	0.0	0.0	0.15361	0.00136	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Blautia_faecicola|t__SGB4867	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00783	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.60303
Blautia_faecis|t__SGB4820	0.77571	0.36497	0.23857	0.69193	0.0	0.24681	0.12329	0.5644	0.32153	0.38243	0.43513	2.93982	0.38115	0.21115	0.24971	0.86309	0.2491	0.17969	0.2957	0.62971	0.45209	0.84979	2.01381	0.88556	0.00107	0.00477	0.24668	1.24401	0.54801
Blautia_glucerasea|t__SGB4816	0.0	0.02512	0.00033	0.02807	0.0	0.05289	0.0	0.0	0.0	0.35232	0.0	0.0	0.10957	0.05207	0.0	0.0	0.0	0.00868	0.0	0.14126	0.56639	0.4964	0.17057	0.0	0.0	0.0	0.53639	0.05431	0.32463
Blautia_hansenii|t__SGB4794_group	0.0	0.0	0.0	0.0	0.0	0.2189	0.03609	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Blautia_hansenii|t__SGB4798	0.0	0.0	0.0	0.0	0.15344	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04981	0.0	0.0	0.0	0.0	0.0	0.32226	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Blautia_hydrogenotrophica|t__SGB4677	0.0	0.0	0.0	0.0	0.00912	0.05225	0.00453	0.0	0.01011	0.0	0.0	0.0	0.00063	0.0	0.00427	0.0	5e-05	0.0006	0.0	0.0	0.14362	0.43947	0.0	0.0	0.0	0.0	0.00064	0.0	0.0
