sample	007_4640a	008_4655a	010_4671a	026_4858a	032_4883a	043_4947a	051_4967a	056_4978a	085_5110a	093_5162a	100_5150a	128_5318a	149_5373a	150_5340a	161_5469a	179_5504a	185_5554a	195_5610a	198_5605a	213_5692a	216_5714a	218_5723a	223_5732a	229_5764a	234_5779a	284_5789a	285_5792a	291_5865a	LA_RV_355_5908a_S22	LA_RV_373_5965a_S40
PWY-6387: UDP-N-acetylmuramoyl-pentapeptide biosynthesis I (meso-diaminopimelate containing)	0.00526282	0.00983744	0.00989408	0.00947706	0.0102156	0.0103745	0.0118664	0.00917088	0.0119645	0.00941941	0.0104739	0.0128574	0.0103827	0.013281	0.00966429	0.0106765	0.00700571	0.0103175	0.00925148	0.0106809	0.0099937	0.00915018	0.00925342	0.0104854	0.0100925	0.0100657	0.00993307	0.0107289	0.012936	0.0105125
PWY-6396: superpathway of 2,3-butanediol biosynthesis	0.0	0.0	0.0	0.0	3.78406e-05	0.0	0.0	0.0	7.34034e-06	1.80438e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.42354e-05	0.0	0.0	2.37269e-05	0.0	0.000111746	9.96243e-05	0.0	0.0	9.49407e-06
PWY-6421: arsenate detoxification IV (mycothiol)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.9544e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-6435: 4-hydroxybenzoate biosynthesis III (plants)	2.46009e-05	0.0	4.27837e-05	4.56778e-05	1.18893e-05	0.000252773	7.23568e-05	0.000154403	4.49926e-05	0.00042024	2.65684e-05	8.1047e-05	0.000179011	1.17444e-05	0.000102738	1.3032e-05	0.000264351	1.17751e-05	1.70497e-05	2.91905e-05	0.0	3.22017e-06	7.94662e-05	1.93769e-05	5.5676e-05	3.2818e-05	4.63906e-05	4.08596e-05	7.55336e-05	5.403e-05
PWY-6467: Kdo transfer to lipid IVA III (Chlamydia)	1.41896e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.18334e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-6470: peptidoglycan biosynthesis V (&beta;-lactam resistance)	0.000713411	0.00251151	0.0020505	0.00212299	0.00118602	0.000782743	0.000842018	0.00247424	0.00187211	0.00165233	0.0015614	0.00155985	0.00193697	0.00141372	0.00289766	0.00052382	0.000985942	0.00141659	0.00310849	0.00234751	0.00267405	0.000804307	0.00158779	0.00135546	0.00287907	0.00179912	0.00161048	0.00148885	0.00124907	0.00299232
PWY-6471: peptidoglycan biosynthesis IV (Enterococcus faecium)	0.000104167	0.000639535	0.000148329	0.000143695	0.000403509	0.000123524	0.000121454	0.00016803	0.000219997	0.000478242	0.000808517	0.000303082	0.000348566	0.000133245	0.000422056	0.0	0.000567891	0.000108105	0.000433758	0.000178088	0.000165569	0.000328816	5.05713e-05	0.000168288	0.000138985	0.00025438	0.000121595	5.08494e-05	0.000206918	0.000224243
PWY-6478: GDP-D-glycero-&alpha;-D-manno-heptose biosynthesis	1.8951e-05	7.40999e-05	0.000152726	8.79004e-05	4.13764e-05	5.13376e-05	0.000175852	3.43871e-05	0.000167522	3.35799e-05	0.000104977	0.000331082	4.93296e-05	8.06791e-05	0.000130353	1.04135e-05	5.98608e-05	7.60025e-05	9.74995e-05	1.82068e-05	6.14683e-05	1.98826e-05	0.000201178	9.61032e-06	7.08427e-05	0.000106976	0.000102742	0.00011361	0.00021275	8.5906e-05
PWY-6507: 4-deoxy-L-threo-hex-4-enopyranuronate degradation	0.00149445	0.00189127	0.00136689	0.00150139	0.00104258	0.000921847	0.000576576	0.00042675	0.00149251	0.000980215	0.000509948	0.000919647	0.00130659	0.00122868	0.00114926	0.000967098	0.00113832	0.000696045	0.00170938	0.00118178	0.00113418	0.00115228	0.000969633	0.0018793	0.000864238	0.000936869	0.000862373	0.000492267	0.000816182	0.00114494
PWY-6518: bile acids epimerization	4.01285e-05	0.0	9.40464e-06	1.43502e-05	3.43774e-05	0.0	1.75167e-05	2.27e-05	0.0	0.0	0.0	0.0	2.60859e-05	7.55207e-06	0.0	0.0	8.728e-05	0.0	0.0	0.0	0.0	3.93725e-06	0.0	0.0	0.0	7.86268e-05	7.93087e-05	0.0	0.0	0.0
PWY-6519: 8-amino-7-oxononanoate biosynthesis I	0.00359151	0.000655871	0.000681006	0.000777398	0.000832106	0.000971509	0.000816476	0.00117234	0.000657091	0.00189441	0.000754293	0.000452718	0.00128111	0.000264064	0.00104197	0.00100243	0.00253895	0.000474076	0.000800469	0.000411558	0.000738926	0.000776615	0.00110812	0.00162917	0.00141337	0.00113938	0.00115827	0.000461555	0.00134926	0.000730922
PWY-6524: lychnose and isolychnose biosynthesis	0.0	2.56758e-06	2.72384e-06	2.58433e-06	0.0	0.0	0.0	0.0	0.0	0.0	9.70948e-06	0.0	1.40307e-05	0.0	0.0	0.0	0.0	0.0	0.0	9.34895e-06	0.0	0.0	0.0	0.0	5.81356e-06	0.0	9.92414e-06	0.0	0.0	0.0
PWY-6527: stachyose degradation	0.00363433	0.00650835	0.00610003	0.00671638	0.00499446	0.00617596	0.00432176	0.00245823	0.00710584	0.00504536	0.006171	0.00419887	0.00523172	0.00379618	0.00664698	0.00482142	0.00328882	0.00523957	0.00563252	0.00472103	0.00635472	0.0064794	0.0037592	0.00515832	0.00482081	0.00542772	0.00533859	0.00343515	0.00511563	0.00583491
PWY-6531: mannitol cycle	0.0021776	0.00037631	0.00020113	0.000434377	0.000180965	0.000260174	0.000267628	0.000429954	0.000176776	0.000692161	0.000130689	0.000109901	0.000383434	0.000124737	0.000174731	0.000387747	0.000962899	0.000200564	0.000518325	0.000146594	0.000210733	0.000353364	0.000747849	0.000724708	0.000202009	0.000287372	0.000284356	0.000401078	0.000257964	0.000272325
PWY-6545: pyrimidine deoxyribonucleotides de novo biosynthesis III	0.00108773	0.00312285	0.00260787	0.00231165	0.00179409	0.00237302	0.00303638	0.00309849	0.00203414	0.00237421	0.00265241	0.00277951	0.00229689	0.0019491	0.00217928	0.0015246	0.00221485	0.00348465	0.003303	0.00376618	0.00309685	0.00260022	0.00281607	0.00230178	0.00261085	0.0025304	0.00280151	0.00278068	0.00155593	0.00392798
PWY-6549: L-glutamine biosynthesis III	0.00063042	0.00128475	0.00150262	0.00245582	0.00179246	0.00145153	0.00111551	0.000668534	0.000916908	0.00149408	0.00197639	0.0016053	0.00200919	0.00181399	0.00247307	0.000674689	0.00140001	0.000990812	0.00159708	0.00120308	0.00159561	0.000928783	0.00129679	0.0012029	0.00113099	0.00139033	0.00150566	0.00109452	0.000790698	0.00082297
PWY-6562: norspermidine biosynthesis	6.95194e-06	0.0	7.26144e-05	6.2931e-05	0.000141988	2.64741e-05	0.0	3.76195e-05	0.0	0.000123991	0.000166809	2.81806e-05	0.000113966	0.0	5.50046e-05	0.000128317	2.82281e-05	3.89173e-05	0.0	6.49645e-05	3.35222e-05	5.30223e-05	9.1466e-05	5.36318e-06	4.23891e-05	3.835e-05	5.32438e-05	0.0	1.38193e-05	0.000141471
PWY-6565: superpathway of polyamine biosynthesis III	1.95245e-06	0.0	7.2905e-05	6.31459e-05	0.000143079	2.65241e-05	0.0	3.78904e-05	0.0	0.000125033	2.63008e-05	2.68835e-05	0.000115098	0.0	5.52504e-05	0.0	7.0622e-06	3.90453e-05	0.0	6.51602e-05	3.35731e-05	5.31906e-05	9.27603e-05	5.36473e-06	4.25263e-05	3.84366e-05	5.34252e-05	0.0	0.0	0.000142692
PWY-6572: chondroitin sulfate degradation I (bacterial)	1.45056e-05	9.88297e-05	7.20309e-05	0.0	7.19879e-05	0.000399952	0.000206675	0.000617085	8.15014e-05	0.000379712	0.0	4.27776e-05	9.02295e-05	0.0	0.000267436	0.0	0.000230444	0.000404382	0.000501089	0.000148958	0.000804625	4.92907e-05	7.19643e-05	2.60986e-05	5.03561e-05	0.000360347	0.000330331	0.000299694	4.90062e-05	0.000347649
PWY-6583: pyruvate fermentation to butanol I	0.00168566	0.00150783	0.00160441	0.00162759	0.00199009	0.00204529	0.0011206	0.000817442	0.00230296	0.00138592	0.0012336	0.00135486	0.00176174	0.00141482	0.00164943	0.000757375	0.00145387	0.00129542	0.0013222	0.00143165	0.00156178	0.00106828	0.00139835	0.00136845	0.00133226	0.00160401	0.00158974	0.00120472	0.00114077	0.0020036
PWY-6588: pyruvate fermentation to acetone	0.00199961	0.000440633	0.00025965	0.000245953	0.000695938	0.000206662	1.29669e-05	0.000179496	0.000393081	0.000294177	0.000358574	0.000109027	0.000613866	0.000129543	0.00040101	0.0	0.00101746	0.000172229	0.000180766	8.61017e-05	0.000129809	5.54188e-05	0.000516849	2.07209e-05	0.000391734	0.000247074	0.000186606	6.48468e-05	0.000187418	0.00066784
PWY-6590: superpathway of Clostridium acetobutylicum acidogenic fermentation	0.000679924	0.00111442	0.00124306	0.000809817	0.0015216	0.00128063	0.000380882	0.00091059	0.00328917	0.00165885	0.00128968	0.00111684	0.0018007	0.000942217	0.00165917	0.000693559	0.00180137	0.00116156	0.000856639	0.00134106	0.00119875	0.00101865	0.00198606	0.00121005	0.00178426	0.00165816	0.00175932	0.00142646	0.000985151	0.00160286
PWY-6594: superpathway of Clostridium acetobutylicum solventogenic fermentation	0.001549	0.000344813	0.000473809	0.00045565	0.000194386	0.000408478	2.98487e-05	0.000346342	0.000137865	0.000580541	0.000467455	0.000185609	0.000851646	0.000204428	0.000376071	0.0	0.000938153	0.000104636	0.000310168	0.000135165	0.000224748	0.000128859	0.000792707	5.0733e-05	0.000162184	0.000493394	0.00038018	9.68304e-05	0.000195026	0.000190253
PWY-6595: superpathway of guanosine nucleotides degradation (plants)	0.000205336	0.000213881	0.000316571	0.00030618	0.000393914	0.000728764	0.000184546	0.000391735	0.000163529	0.000535167	0.00026126	0.000167075	0.00041737	0.000176657	0.000326862	8.99543e-05	0.00016565	0.000178497	0.000203345	0.000273394	0.000179428	0.000382921	0.000449466	7.38293e-05	0.000504558	0.000742578	0.000709717	0.000162303	0.000104179	0.000401728
PWY-6596: adenosine nucleotides degradation I	0.0	0.0	0.0	0.0	6.98587e-05	3.82288e-05	0.0	0.0	0.0	0.0	5.58425e-05	7.72411e-05	0.0	5.4399e-05	0.0	0.000120769	0.0	0.0	1.64198e-05	0.0	0.0	0.0	1.06364e-05	0.0	0.0	0.000215182	0.000190543	0.0	0.0	2.25467e-05
PWY-6598: sciadonate biosynthesis	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-6604: superpathway of Clostridium acetobutylicum acidogenic and solventogenic fermentation	0.000399936	0.000436635	0.000592337	0.000531626	0.000261381	0.000515638	4.06558e-05	0.000441673	0.000190203	0.000727909	0.0005846	0.000246743	0.00102293	0.000266941	0.000488863	0.0	0.000954941	0.00014299	0.000389341	0.000183829	0.000297023	0.00017405	0.000977186	6.8949e-05	0.000222164	0.000637218	0.000502479	0.000133305	0.000256547	0.0002562
PWY-6606: guanosine nucleotides degradation II	0.00315925	0.000754544	0.000635659	0.00113279	0.00171613	0.000970343	0.000884246	0.00106201	0.00125106	0.00166132	0.00104999	0.000755312	0.00187304	0.00126553	0.00119544	0.000578283	0.00242054	0.000788091	0.00092453	0.000944746	0.000653007	0.000496967	0.00165834	0.00152984	0.000945826	0.00141235	0.00129906	0.00114262	0.000552992	0.00116311
PWY-6607: guanosine nucleotides degradation I	0.000206946	0.000210123	0.000305872	0.000304136	0.000393203	0.000691002	0.000183689	0.000397607	0.000165454	0.000552722	0.000265836	0.000172835	0.000423321	0.000180017	0.000330478	8.95671e-05	0.000166909	0.000176067	0.000202394	0.000272948	0.000176903	0.00035659	0.00045712	7.40037e-05	0.000542568	0.000623619	0.000601476	0.000163342	0.000102681	0.000396854
PWY-6608: guanosine nucleotides degradation III	0.00475915	0.00251911	0.00232036	0.0026883	0.00342502	0.00338812	0.00226288	0.00192827	0.00182874	0.00238649	0.00158819	0.00136852	0.00273821	0.0021003	0.00204607	0.00157476	0.00361182	0.00264928	0.00223149	0.00214346	0.0020269	0.00185181	0.00255052	0.00256544	0.00156836	0.00265227	0.0025709	0.00199988	0.00235684	0.00303067
PWY-6609: adenine and adenosine salvage III	0.00512963	0.0107794	0.0100538	0.00855193	0.0100892	0.0102371	0.0114594	0.00966718	0.0124676	0.00936336	0.00873345	0.0114042	0.0109561	0.0132432	0.00985265	0.00924377	0.00761794	0.0104349	0.00913222	0.0103554	0.0105395	0.00857854	0.0105883	0.0112754	0.0120994	0.00883123	0.00882209	0.0104704	0.0147228	0.0112498
PWY-6612: superpathway of tetrahydrofolate biosynthesis	0.00171429	0.000308457	0.000472766	0.00043317	0.00010534	0.000533616	0.000454836	0.000351163	0.000359031	0.000396777	0.00168442	0.000236552	0.00038993	0.000208988	0.000400367	0.000448152	0.00117594	0.000129564	0.00056865	0.000488501	0.000488204	0.000901503	0.000314785	0.000553217	0.000434566	0.000288904	0.000285137	0.000386762	0.000509784	0.000444608
PWY-6628: superpathway of L-phenylalanine biosynthesis	0.00337946	0.0065688	0.00596729	0.00653238	0.00545651	0.00607736	0.00616768	0.00337327	0.00688845	0.00541072	0.00729091	0.00525668	0.00547333	0.00594955	0.00626618	0.00735305	0.00454828	0.00560344	0.00677128	0.00569176	0.00584629	0.00788566	0.00453939	0.00599621	0.00609945	0.00582709	0.00575627	0.00559093	0.00477922	0.0056215
PWY-6629: superpathway of L-tryptophan biosynthesis	7.6138e-06	0.0	4.88222e-06	4.69802e-05	3.93111e-05	3.88605e-05	6.74488e-05	9.67094e-05	0.0	0.000229711	3.23674e-05	0.0	2.00461e-05	0.0	3.98499e-05	0.0	0.0	0.0	4.04427e-05	2.51747e-05	3.38258e-05	0.0	0.0	0.0	0.000438527	3.27003e-05	3.50242e-05	0.0	3.01957e-05	5.01208e-05
PWY-6630: superpathway of L-tyrosine biosynthesis	0.00297449	0.0065688	0.00586337	0.00649273	0.00510244	0.0062361	0.00630675	0.00337564	0.00641063	0.00540128	0.00750688	0.00521144	0.00574023	0.00590009	0.0053623	0.0073245	0.00435434	0.00568393	0.00661015	0.00551524	0.00640588	0.00746451	0.00457461	0.00595526	0.00597152	0.00599186	0.00599336	0.00555193	0.00478592	0.00560938
PWY-6641: superpathway of sulfolactate degradation	3.29532e-06	0.0	1.75623e-05	0.0	1.81926e-05	1.98741e-05	0.0	0.0	5.65961e-05	0.0	0.0	0.0	0.0	0.0	0.0	3.64001e-05	0.0	0.0	0.0	1.29035e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.88653e-05
PWY-6654: phosphopantothenate biosynthesis III (archaebacteria)	0.0	0.0	0.0	0.0	0.0	3.75468e-05	0.0	0.0	0.000449133	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.10397e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.18887e-05
PWY-6690: cinnamate and 3-hydroxycinnamate degradation to 2-hydroxypentadienoate	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000138281	0.0	0.000233034	0.0	0.0	7.60241e-05	0.0	0.0	0.000156503	0.0	0.0	0.0	0.0	0.0	0.0	0.000136761	0.000338147	0.0	0.0	0.0	0.0	0.0	0.0
PWY-6700: queuosine biosynthesis I (de novo)	0.00403853	0.00922807	0.00928466	0.00798092	0.00949973	0.00908633	0.00898919	0.00925872	0.0109364	0.00767027	0.00871936	0.0116592	0.00961943	0.010892	0.00848669	0.00858288	0.0061471	0.0099524	0.00759458	0.00850825	0.00958013	0.00769394	0.0077782	0.00891488	0.00783126	0.00801585	0.00792392	0.00845503	0.0118556	0.00955751
PWY-6703: preQ0 biosynthesis	0.00303609	0.00439164	0.00562687	0.00347829	0.0039711	0.00515068	0.00490626	0.00794623	0.00479836	0.00332647	0.0035755	0.00646453	0.00384619	0.00531317	0.00372614	0.00562645	0.00383522	0.00638971	0.00462407	0.00386842	0.00439633	0.00459886	0.00622422	0.00598373	0.00586029	0.00381625	0.00376861	0.00659569	0.00581034	0.00410209
PWY-6708: ubiquinol-8 biosynthesis (early decarboxylation)	0.000275721	0.0	0.0	3.71885e-05	0.0	0.0	0.0	4.59028e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.6001e-05	9.42394e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-6731: starch degradation III	0.000307037	0.00255785	0.00318186	0.00242496	0.0024041	0.00166535	0.00086136	0.0034943	0.00142892	0.00138328	0.000936815	0.000996236	0.00129249	0.00118781	0.00121762	0.000518651	0.000440654	0.00187861	0.00087502	0.00159503	0.00213165	0.0023624	0.00182011	0.00160372	0.00177808	0.00114492	0.00105354	0.000718576	0.000652848	0.0026892
PWY-6748: nitrate reduction VII (denitrification)	0.0	0.0	1.17961e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.20124e-06	0.0	0.0	0.0	0.0	0.0
PWY-6749: CMP-legionaminate biosynthesis I	0.00142388	0.00190941	0.00193964	0.00129732	0.00203788	0.000303781	0.00123256	0.000940686	0.000538534	0.000406011	0.000739226	0.000318436	0.000804705	0.00103591	0.000896087	0.000207265	0.000560204	0.00163673	0.000664756	0.00045378	0.00115807	0.0015473	0.00278572	0.000546201	0.000387132	0.00138658	0.001429	0.000434988	0.000274319	0.0011304
PWY-6763: salicortin biosynthesis	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.06482e-06	0.0	0.0	0.0	0.0	0.0	0.0	7.7643e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-6797: 6-hydroxymethyl-dihydropterin diphosphate biosynthesis II (Methanocaldococcus)	5.00183e-06	0.0	1.87155e-05	6.81667e-06	1.00595e-05	0.0	0.0	0.0	3.06426e-05	0.0	9.21395e-06	2.33828e-05	7.48968e-05	0.0	0.0	0.0	0.0	0.0	3.5473e-05	2.82668e-05	0.0	2.61268e-05	6.14723e-06	0.0	6.61158e-05	0.0	1.63234e-05	0.0	0.0	0.0
PWY-6803: phosphatidylcholine acyl editing	0.00230263	0.000110473	2.81308e-05	0.000160217	0.000109528	7.08961e-05	7.48586e-05	0.0003867	0.0	0.000278133	0.0	0.0	0.000152528	2.84956e-05	0.000225166	0.000356181	0.00134273	7.09159e-05	1.92248e-05	8.1287e-05	0.000174262	5.32705e-05	0.000295233	0.000352414	0.000471166	0.000121744	9.87548e-05	5.86391e-05	2.46071e-05	0.000136591
PWY-6807: xyloglucan degradation II (exoglucanase)	1.41948e-05	0.000781985	0.001708	0.0	0.00203132	0.000950021	0.000409129	0.0034219	0.0	0.000370695	0.0	0.0	0.000206048	0.00063131	0.000112139	6.67407e-06	0.000367568	0.00143379	0.00169896	0.000312586	0.000962286	0.00194831	0.00122609	0.000196795	0.000166774	0.0	0.0	0.000413811	0.000112424	0.000399466
PWY-6823: molybdopterin biosynthesis	0.00308721	0.00504651	0.00326086	0.00374353	0.00444239	0.002681	0.00270681	0.000829377	0.0037133	0.00318203	0.00223789	0.00255168	0.00341487	0.00376615	0.00300567	0.00250905	0.00236263	0.00294727	0.00429179	0.00351424	0.00343564	0.00289519	0.00307558	0.00297717	0.00232351	0.00315687	0.00300937	0.00338427	0.00278348	0.00331584
PWY-6834: spermidine biosynthesis III	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.06088e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.47246e-05	0.0	0.0	0.0	0.0	0.0
PWY-6837: fatty acid &beta;-oxidation V (unsaturated, odd number, di-isomerase-dependent)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-6842: glutathione-mediated detoxification II	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-6857: retinol biosynthesis	0.0	0.0	0.0	0.0	0.0	1.32206e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-6859: all-trans-farnesol biosynthesis	0.00048908	1.64263e-05	5.55984e-05	0.0	9.32528e-05	5.43318e-05	5.00083e-05	7.17501e-05	3.5814e-05	0.000115763	2.22804e-05	4.18341e-06	7.51756e-05	0.0	4.5409e-05	2.55959e-05	0.000267499	7.19686e-05	2.0072e-06	6.36235e-05	1.60309e-05	2.67289e-05	5.08515e-05	0.000177087	8.63423e-05	0.0	4.17304e-05	6.97522e-05	4.62875e-05	0.000118864
PWY-6863: pyruvate fermentation to hexanol (engineered)	0.000200186	9.86789e-05	0.000286188	2.58828e-05	0.000106093	0.000414632	0.0	0.0	0.000112245	0.000142395	5.64887e-05	0.00013935	0.000305752	0.000132173	0.000208276	1.70236e-05	0.0	5.37298e-05	2.71237e-05	3.41318e-05	0.000116353	0.000267037	0.000108471	0.000207772	4.37766e-05	3.54959e-05	5.36617e-05	0.0	0.000130451	0.000154
PWY-6873: long chain fatty acid ester synthesis (engineered)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.39417e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-6876: isopropanol biosynthesis (engineered)	0.000216812	0.000963403	0.000928993	0.000866391	0.000377425	0.000201396	6.61586e-05	7.12035e-05	0.000980472	0.000538522	0.000362312	9.48743e-05	0.000714782	0.000168542	0.000512709	0.0004822	0.000271856	0.000720547	0.00109952	0.000482993	0.00106309	0.000723408	0.000828079	0.000440265	0.000398218	0.000592489	0.000459213	0.000852945	0.000121582	0.000687261
PWY-6883: pyruvate fermentation to butanol II (engineered)	0.00134932	7.90191e-05	0.000255299	0.000207456	0.000127073	0.000337168	5.74097e-05	0.000461393	0.000255892	0.000463217	0.000285486	0.000124794	0.00037387	0.000109212	0.000178134	0.000628489	0.000895514	6.66675e-05	1.92429e-05	3.76266e-05	9.98604e-05	0.00014471	0.000290745	0.000701594	0.000102245	8.78992e-05	9.76176e-05	6.75502e-05	0.000134085	0.000175581
PWY-6895: superpathway of thiamine diphosphate biosynthesis II	0.00259481	0.0016799	0.00239924	0.00182561	0.00265361	0.00240306	0.00226363	0.00321213	0.00268025	0.00306444	0.00118718	0.00303989	0.00173066	0.00551372	0.00198925	0.00199555	0.00337063	0.00196892	0.0019765	0.00177773	0.0017668	0.00260632	0.00198722	0.0031242	0.00176973	0.00245419	0.00232857	0.000899981	0.00152147	0.00203187
PWY-6897: thiamine diphosphate salvage II	0.00244788	0.00443312	0.00439817	0.00287486	0.00383218	0.0046331	0.00824467	0.00581564	0.00345943	0.00408478	0.00241495	0.0077745	0.00286436	0.00814977	0.00342779	0.00667841	0.00410057	0.00602637	0.00389041	0.00437208	0.00387858	0.0035229	0.00403936	0.00636612	0.00539513	0.0043377	0.00446487	0.00615181	0.00903106	0.00416242
PWY-6901: superpathway of glucose and xylose degradation	0.00455673	0.00567157	0.0049321	0.00550648	0.00457555	0.00380364	0.00356305	0.00720779	0.00133877	0.00401066	0.00444067	0.00132767	0.00360044	0.00226091	0.00452149	0.00547604	0.00423267	0.00556068	0.00578239	0.00340625	0.00497312	0.00625039	0.00427245	0.00351379	0.00355259	0.00494525	0.00517467	0.0049493	0.00212007	0.00345172
PWY-6902: chitin degradation II (Vibrio)	0.00154438	0.00320175	0.00132854	0.000917007	0.0013232	0.000740451	0.00170936	0.00319035	0.000871573	0.00144251	0.0005738	0.000319879	0.000826229	0.000798711	0.0018559	0.00415441	0.00188976	0.00164371	0.00282939	0.00160734	0.00172818	0.00231821	0.00163214	0.000618064	0.0012611	0.000952377	0.00111185	0.00258334	0.000899967	0.00111884
PWY-6906: chitin derivatives degradation	0.000327669	0.00119247	0.00240691	0.00159072	0.0019597	0.00132126	0.000724532	0.00120193	0.00129493	0.0011576	0.00112847	0.00090744	0.00169279	0.000991646	0.00119189	0.000224051	0.000819522	0.00111581	0.00120063	0.0010962	0.00151016	0.000652843	0.00130656	0.000749516	0.00132586	0.00123339	0.00133723	0.000492248	0.000555131	0.00124242
PWY-6920: 6-gingerol analog biosynthesis (engineered)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-6922: L-N&delta;-acetylornithine biosynthesis	9.62404e-05	0.0	2.63892e-05	0.000112118	0.000106615	1.59589e-05	1.63146e-05	5.45234e-05	1.4906e-05	0.000223192	0.0	0.0	3.89504e-05	0.0	0.0	9.9039e-05	0.00020363	4.97494e-05	4.6752e-05	3.08346e-05	4.41936e-05	4.50218e-05	0.000132948	0.00012634	1.0807e-06	2.73724e-05	4.35157e-05	0.0	0.0	8.28896e-05
PWY-6936: seleno-amino acid biosynthesis (plants)	0.0049616	0.00200601	0.0045042	0.00384544	0.00453599	0.00241081	0.00142374	0.00127531	0.00313526	0.00304579	0.00408931	0.00361093	0.00243542	0.00295479	0.00408124	0.00338317	0.00377521	0.00309648	0.00358908	0.00290792	0.00335396	0.00505181	0.00238423	0.00372028	0.0015866	0.00268935	0.00284045	0.00194994	0.00226774	0.00266944
PWY-6942: dTDP-D-desosamine biosynthesis	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-6953: dTDP-3-acetamido-&alpha;-D-fucose biosynthesis	5.19738e-05	6.89296e-05	0.000504711	0.000137002	0.000248078	0.000245147	0.00036587	0.000921394	0.000413514	0.0	8.376e-05	0.000805118	0.000144724	0.000152784	0.000542502	2.04311e-06	1.15924e-05	0.000406552	0.000113813	0.000502337	0.000162613	6.20303e-05	0.000178768	7.09299e-05	0.000484512	0.000433304	0.000487652	0.000195298	0.000313779	0.000971399
PWY-6961: L-ascorbate degradation II (bacterial, aerobic)	0.00226741	0.0	6.38213e-05	0.000120626	0.0	0.0	0.0	0.000308439	4.03283e-05	0.000236208	0.0	0.0	4.07788e-05	3.77319e-05	0.0	0.000194484	0.00118322	0.0	0.0	2.47162e-05	0.0	2.58518e-05	0.000181675	0.000380716	0.0	0.0	0.0	0.0	0.0	0.0
PWY-6969: TCA cycle V (2-oxoglutarate synthase)	0.00396951	0.00286006	0.00264845	0.00312386	0.00326972	0.00301466	0.00260142	0.00329297	0.00292724	0.00417701	0.00208189	0.0019609	0.00376596	0.00187784	0.00335065	0.00160081	0.00353207	0.0035762	0.0031579	0.00207734	0.00248696	0.00298083	0.0036448	0.00265604	0.00410481	0.00350378	0.00337425	0.00242024	0.0017411	0.00274898
