sample	LA_RV_373_5965a_S40	LA_RV_355_5908a_S22	291_5865a	285_5792a	284_5789a	234_5779a	229_5764a	223_5732a	218_5723a	216_5714a	213_5692a	198_5605a	195_5610a	185_5554a	179_5504a	161_5469a	150_5340a	149_5373a	128_5318a	100_5150a	093_5162a	085_5110a	056_4978a	051_4967a	043_4947a	032_4883a	026_4858a	010_4671a	008_4655a	007_4640a
Clostridia_unclassified_SGB6276|t__SGB6276	0.33899	0.0	0.0	0.0	0.0	0.0	1.69493	0.0	0.0	0.09391	0.0	0.0	0.0	0.0	0.0	0.13743	0.04415	1.63815	0.36431	0.10597	0.71966	0.0	0.0	0.0	0.06035	0.0	0.0	0.01168	0.0	0.01325
Clostridia_unclassified_SGB6293|t__SGB6293	0.19818	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03959	0.0	0.0	0.0	0.0	0.0	3.79189	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02793
Clostridia_unclassified_SGB6307|t__SGB6307	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0431	0.0	0.0	0.04841	0.0	0.0	0.0	0.86478	0.0	4.85708	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02178
Clostridia_unclassified_SGB6317|t__SGB6317	0.01351	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.64344	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Clostridia_unclassified_SGB6344|t__SGB6344	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00046	0.0	0.0	0.0	0.0	0.0
Clostridia_unclassified_SGB6369|t__SGB6369	0.11475	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Clostridia_unclassified_SGB6376|t__SGB6376	0.14049	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Clostridia_unclassified_SGB6385|t__SGB6385	0.20917	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Clostridia_unclassified_SGB66170|t__SGB66170	0.01284	0.0	0.0	0.0	0.0	0.00116	0.0	0.0	0.0	0.0	0.0	0.0	0.01064	0.0	0.0	0.02633	0.0	0.0306	0.0	0.0	0.0	0.00849	0.03166	0.0	0.0	0.00158	0.00593	0.001	0.0	0.06005
Clostridia_unclassified_SGB71281|t__SGB71281	0.0119	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05507	0.0005	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Clostridia_unclassified_SGB71368|t__SGB71368	0.0	0.0	0.03954	0.0	0.0	0.00347	0.0	0.0	0.0	0.0	0.0	0.00983	0.0	0.0	0.0	0.0	0.01223	0.0	0.0	0.03561	0.0	0.0	0.0	0.0	0.02344	0.1436	0.0	0.00049	0.0	0.12465
GGB2977_SGB3959|t__SGB3959	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00148	0.0	0.0	0.00993	0.0	0.0	0.0	0.04479	0.0	0.00197	0.0	0.0	0.0	0.02989	0.0	0.0	0.0	0.0
GGB2980_SGB3962|t__SGB3962	0.01487	0.0	0.0	0.00462	0.00471	0.00639	0.0	0.01682	0.0	0.0	0.00011	0.00871	0.0	0.0	0.0	0.00599	0.00469	0.07249	0.0	0.0	0.08914	0.00835	0.00103	0.00053	0.0	0.08677	0.01254	0.00403	0.0	0.16243
GGB3003_SGB3994|t__SGB3994	0.0	0.0	0.0	0.0	0.0	0.01138	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00167	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00737	0.0	0.0
GGB3005_SGB3996|t__SGB3996	0.03832	0.0	0.0	0.02776	0.03088	0.0	0.0	0.0248	0.0	0.00881	0.0	0.22446	0.01901	0.0	0.0	0.0	0.00023	0.00934	0.0	0.02542	0.02287	0.0	0.00055	0.01873	0.00495	0.11607	0.02909	0.00058	0.0	0.0
GGB3139_SGB4152|t__SGB4152	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00125	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GGB3277_SGB4327|t__SGB4327_group	0.23101	0.85571	1.29873	0.0	0.0	0.0	0.0	0.0	0.0	0.81163	0.43814	0.49752	0.0	1.17523	0.0	0.73189	0.5078	0.0	0.38956	0.0	0.0	0.0	0.72447	0.0	0.0	0.0	0.0	0.02414	0.0	0.71071
GGB3278_SGB4328|t__SGB4328	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4e-05	0.0002	0.0	0.0	0.0	0.26094	0.0	0.0	0.0	2.21824	0.0	0.0	0.0	0.0
GGB3293_SGB4348|t__SGB4348	0.0	0.0	0.0	1.77785	1.78227	0.0	0.0	0.0	0.0	0.0	0.4706	0.0	0.0	0.0	0.0	0.0	1.5967	0.0	0.83493	0.0	0.43482	2.64722	0.0	0.0	0.0	1.25634	3.27125	0.23612	0.0	0.02319
GGB3303_SGB4364|t__SGB4364	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.11695	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GGB3817_SGB5182|t__SGB5182	0.01177	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02343	0.01314	0.0	0.0	0.0	0.00599	0.0	0.0	0.0	0.0	0.0	0.0	0.03351	0.0	0.0	0.01309	0.0028	0.04413	0.01911
GGB4549_SGB6271|t__SGB6271	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.18644	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GGB4554_SGB6285|t__SGB6285	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.47037	0.0	0.0	0.0	0.26558	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GGB4557_SGB6288|t__SGB6288	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.10917	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GGB4566_SGB6305|t__SGB6305	0.21083	0.0	0.00665	0.0	0.0	0.0	0.0	0.2331	0.0	0.0	0.05621	0.40178	0.0	0.0	0.0	0.0804	0.0	0.26917	0.0	0.0	0.0	0.01239	0.46131	0.0	0.0	0.0	0.12866	0.0	0.0	0.00052
GGB4569_SGB6310|t__SGB6310	0.39135	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.66252	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GGB4569_SGB6312|t__SGB6312	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.409	0.0	0.0
GGB4579_SGB6329|t__SGB6329	0.0	0.95772	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.38169	2.61906	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.74793	0.0	0.0
GGB4584_SGB6338|t__SGB6338	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.12835	1.4921	0.00059
GGB4585_SGB6340|t__SGB6340	0.32615	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.04298	0.0	0.0	0.0	0.0	0.0	0.76745	0.0	0.0	0.15518	0.47711	0.0	0.17818	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GGB4588_SGB6347|t__SGB6347	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.27112	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GGB4596_SGB6358|t__SGB6358	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02708	0.0	0.0	0.0	0.0	0.0	1.51097	0.85798	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GGB4598_SGB6360|t__SGB6360	0.03448	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GGB4599_SGB6362|t__SGB6362	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04309	0.0	0.0	0.00151	0.0	0.0	0.0	0.0	0.0	0.0	0.63199	0.0	0.0	3.5971	0.35493	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GGB4602_SGB6365|t__SGB6365	0.01849	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.10305	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GGB4603_SGB6367|t__SGB6367	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00853	0.12302	0.02108	0.0	0.0	0.32883	0.0	0.0	0.0	0.0	0.0
GGB9050_SGB13955|t__SGB13955	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GGB9059_SGB13976|t__SGB13976	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.03867	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GGB9086_SGB14014|t__SGB14014	0.01769	0.0	0.0	0.0	0.0	0.03249	0.0	0.0	0.0	0.0	0.0	0.00239	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02499	0.0	0.0	0.0
GGB9101_SGB14033|t__SGB14033	0.0	0.0	0.0	0.0	0.0	0.00051	0.0	0.00228	0.0	0.0	0.0	0.0033	0.01989	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00201	0.0	0.0	0.0	0.0	0.0	0.0	0.00241	0.0	0.0
GGB9104_SGB14036|t__SGB14036	0.00407	0.0	0.0	0.0	0.0	0.02792	0.0	0.14675	0.0	0.00998	0.0	0.0026	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0223	0.0324	0.0	0.0	0.0
GGB9104_SGB14037|t__SGB14037	0.0	0.0	0.0	0.0	0.0	0.00311	0.0	0.0	0.0	0.06541	0.0	0.0	0.00886	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GGB9176_SGB14114|t__SGB14114	1.15044	0.0	0.0	0.0	0.0	0.00274	0.0	0.0035	0.0	0.0	0.0	0.0	0.37494	0.0	0.0	0.26717	0.0	0.0	0.0	0.0	0.0	0.31287	0.2267	0.0	0.0	0.48724	0.0	0.07066	0.0	0.0
GGB9239_SGB14181|t__SGB14181	0.0	0.0	0.0	0.0	0.0	0.01033	0.0	0.0	0.0	0.0	0.0	0.00245	0.0	0.0	0.0	0.01623	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07453	0.0	0.0	0.0	0.0	0.0
GGB9270_SGB14221|t__SGB14221	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01603	0.0	0.0	0.33237	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GGB9278_SGB14230|t__SGB14230	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GGB9284_SGB14237|t__SGB14237	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.14114	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GGB9288_SGB14243|t__SGB14243	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04778	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GGB9303_SGB14264|t__SGB14264	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01312	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GGB9333_SGB14296|t__SGB14296	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00056	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GGB9342_SGB14306|t__SGB14306	0.06	0.57414	0.0	0.0	0.0	0.0	0.01501	0.00097	0.0	0.0	0.0	0.0	0.40953	0.0	0.0	0.05568	0.0	1.12295	0.02187	0.59363	0.0	0.69868	0.06239	0.0	0.29957	2.75981	0.0	0.02809	0.0	0.08422
GGB9347_SGB14313|t__SGB14313	0.0	0.04547	0.0	0.0	0.0	0.0	0.0	0.40504	0.0	0.0	0.01886	0.0	0.0	0.0	0.0	1.25163	0.0	0.0	0.0	0.0	0.0	0.07766	0.0	0.0	0.04575	1.68716	0.0	0.0	0.0	0.0
GGB9348_SGB14315|t__SGB14315	0.0	0.0	0.0	0.0	0.0	0.00226	0.0	0.0	0.0	0.0	0.0	0.0	0.01226	0.0	0.0	0.0	0.0	0.09004	0.0	0.0	0.0	0.0	0.00243	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GGB9350_SGB14317|t__SGB14317	0.08446	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00998	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GGB9494_SGB14891|t__SGB14891	0.01011	0.00186	0.0	0.01873	0.01393	0.02636	0.0	0.01684	0.0	0.01887	0.0	0.02157	0.01245	0.0	0.0	0.0	0.0	0.08123	0.00686	0.0	0.03183	0.00369	0.04529	9e-05	0.00063	0.0151	0.09172	0.01884	0.09489	0.02658
GGB9522_SGB14921|t__SGB14921	0.08959	0.00154	0.0	0.0	0.0	0.01756	0.00164	0.09899	0.0	0.04136	0.03136	0.0	0.01302	0.0	0.0	0.05673	0.0	0.15763	0.00851	0.0	0.0	0.05193	0.04364	0.0	0.0	0.0084	0.04601	0.02032	0.0	0.0
GGB9532_SGB14933|t__SGB14933	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GGB9537_SGB14940|t__SGB14940	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05031	0.00464	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GGB9540_SGB14943|t__SGB14943	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01861	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GGB9551_SGB14958|t__SGB14958	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00537	0.0	0.0	0.04848	0.0	0.0	0.0	0.0	0.0	0.05779	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GGB9758_SGB15368|t__SGB15368	0.0	0.0495	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.26728	0.0	0.0	0.0	0.0	0.0	0.37473	1.00258	0.02264	1.56289	1.31704	0.16827	0.01796	0.0	0.79192	0.0	0.0	0.47017	0.0	0.0
GGB9774_SGB15394|t__SGB15394	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06179	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GGB9787_SGB15410|t__SGB15410	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.11645	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00063	0.01158	0.02804	0.00937	0.0	0.0	0.00445	0.0	0.0	0.01156	0.0	0.0
Catabacter_hongkongensis|t__SGB14143	0.0	0.0	0.0	0.0003	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0	0.0	0.0	0.00347
Christensenellaceae_bacterium_NSJ_44|t__SGB7265	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Christensenellaceae_bacterium_NSJ_53|t__SGB82545	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00022	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00034	0.0	0.0
Christensenellaceae_bacterium|t__SGB14123	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00733	0.01288
Christensenellaceae_bacterium|t__SGB14127	0.00228	0.0	0.0	0.01094	0.00935	0.00474	0.0	0.00623	0.00113	0.0	0.00782	0.0167	0.01062	0.0	0.0	0.00561	0.00078	0.00231	0.00159	0.00191	0.0	0.00587	0.08719	0.0	0.01215	0.05575	0.03679	0.0226	0.0	0.01987
Christensenellaceae_bacterium|t__SGB14128	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02437	0.0	0.01364	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Christensenellaceae_bacterium|t__SGB3813	0.00129	0.0	0.0	0.0	0.0	0.02647	0.0	0.02013	0.01084	0.03348	0.0	0.00362	0.0	0.0	0.0	0.01067	0.0	0.07975	0.0	0.01474	0.00615	0.0	0.00168	0.00511	0.01585	0.01788	0.00098	0.01957	0.0	0.0
Christensenella_massiliensis|t__SGB29339	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00807	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0024	0.0	0.0	0.0	0.0	0.0	0.0047	0.03337	0.0	0.0	0.0	0.0	0.0	0.0	0.02373
Christensenella_minuta|t__SGB14142	0.0	0.0	0.0	0.00532	0.0041	0.0	0.0	0.0	0.0	0.0	0.0	0.00958	0.0	0.0	0.0	0.00105	0.0	0.0015	0.0	0.00301	0.0	0.00063	0.0	0.0	0.0	0.0	0.011	0.0	0.0	0.03511
Christensenella_sp_Marseille_P3954|t__SGB29301	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00074	0.0	0.0	0.0	0.0
Butyricicoccus_SGB14985|t__SGB14985_group	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Butyricicoccus_SGB14990|t__SGB14990	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Butyricicoccus_sp_AM29_23AC|t__SGB14991	0.09793	0.0	0.0	0.0	0.0	0.04507	0.0	0.15297	0.11792	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06321	0.00858	0.02373	0.0	0.0	0.0	0.0	0.18614	0.30082	0.03081	0.38563	0.0
Clostridiaceae_bacterium_NSJ_31|t__SGB14839	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00354	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00481	0.0	0.00017	0.00146	0.0	0.0	0.0	0.0	0.00112	0.0	0.0	0.0	0.0
Clostridiaceae_bacterium_NSJ_33|t__SGB25547	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Clostridiaceae_bacterium_OM08_6BH|t__SGB4768	0.0737	0.02931	0.07154	0.0	0.0	0.04	0.05528	0.11847	0.03152	0.02282	0.11663	0.21829	0.01324	0.05597	0.06593	0.06428	0.07922	0.00281	0.02657	0.0063	0.0	0.03949	0.0	0.0	0.0	0.0	0.07782	0.09107	0.0	0.00662
Clostridiaceae_bacterium|t__SGB4269	0.18188	0.05123	0.24884	0.43538	0.40572	0.07389	0.01208	0.11986	0.22527	0.26811	0.167	0.13233	0.06005	0.05964	0.0	0.19389	0.14489	0.00507	0.06396	0.36986	0.15523	0.01455	0.0346	0.12488	0.22714	0.34873	0.16885	0.69556	0.0	0.01725
Clostridiaceae_bacterium|t__SGB4629	0.02326	0.0	0.0	0.32142	0.31227	0.0	0.0	0.41587	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01479	0.00306	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Clostridiaceae_bacterium|t__SGB4721	0.16479	0.0	0.01758	0.08883	0.09313	0.05786	0.0	0.03668	0.0	0.0	0.03385	0.09401	0.02566	0.0	0.0	0.03506	0.01736	0.0	0.00348	0.01407	0.06001	0.0	0.04256	0.0	0.02072	0.10104	0.03539	0.0	0.0	0.0
Clostridiaceae_bacterium|t__SGB4770	0.01899	0.0015	0.00343	0.00832	0.00547	0.00723	0.0	0.0	0.00348	0.0	0.04674	0.0	0.0	0.0	0.00072	0.0	0.0	0.0003	0.01568	0.00063	0.0	0.0057	0.0	0.0	0.0	0.03089	0.01713	0.01969	0.0	0.00284
Clostridiaceae_bacterium|t__SGB6152	0.0	0.00094	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Clostridiaceae_bacterium|t__SGB6153	0.0	0.08107	0.00053	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03863	0.0	0.0	0.0	0.0	0.0	0.0	0.11522	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Clostridiaceae_bacterium|t__SGB7256	0.00185	0.0	0.0	0.00059	0.0	0.0	0.0	0.00085	0.0	0.0	0.00392	0.0	0.0	0.0	0.0	7e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4e-05	0.00661	0.0	0.0	0.0	0.0
Clostridiaceae_bacterium|t__SGB82499	0.0	0.0	0.0	0.0	0.0	0.0001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00079	0.0	0.0	0.0
Clostridiaceae_unclassified_SGB4769|t__SGB4769	0.016	0.01323	0.01128	0.0	0.0	0.04686	0.0	0.0	0.01079	0.01464	0.14889	0.0	0.0	0.0	0.0	0.02703	0.01292	0.0027	0.03159	0.04176	0.0	0.01126	0.00176	0.0	0.02673	0.0	0.0	0.02291	0.0	0.00061
Clostridium_SGB4751|t__SGB4751	0.0	0.0	0.0	0.0	0.0	0.00406	0.0	0.0	0.0	0.0	0.00582	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00332	0.0	0.0	0.0	0.0	0.04602	0.01887	0.0	0.0	0.00849	0.10934	0.0
Clostridium_SGB6179|t__SGB6179	0.0	0.0	0.0	0.0	0.0	0.24457	0.0	0.57076	0.00078	2.61702	0.0	0.0	0.0	0.0	0.03316	0.0	0.00524	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0052	0.0	0.00817
Clostridium_celatum|t__SGB6180	0.0	0.00207	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00197	0.0	0.0	0.0	0.0	0.0	0.0
Clostridium_disporicum|t__SGB6172	0.0	0.01945	0.0	0.0	0.0	0.00052	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Clostridium_disporicum|t__SGB6178	0.0	0.07691	0.01946	0.50756	0.58159	0.25935	0.01349	0.0	0.01366	0.0	0.13301	0.0	0.03037	0.10908	0.00419	0.0	0.0	0.5268	0.0	0.0	0.05066	0.0	0.0	0.00259	0.0	0.0	0.0	0.0	0.0	0.0
